track_name,artist_name,total_streams,daily_streams
Lonely,Justin Bieber,871161727.0,391092.0
Play Date,Melanie Martinez,870023085.0,223647.0
Oops!...I Did It Again,Britney Spears,869597691.0,580469.0
Whistle,Flo Rida,869431349.0,286325.0
(Sittin' On) the Dock of the Bay,Otis Redding,868518873.0,1099623.0
Lost Boy,Ruth B.,868254202.0,197568.0
boyfriend,Ariana Grande,867479420.0,390586.0
Broccoli,DRAM,867360218.0,106466.0
Pareja Del Año,Sebastian Yatra,867174132.0,337512.0
Kill This Love,BLACKPINK,867167661.0,241464.0
Skyfall,Adele,867044642.0,1241946.0
Bye Bye Bye,*NSYNC,866663486.0,1515530.0
Million Reasons,Lady Gaga,865575268.0,274299.0
Dancing In the Dark,Bruce Springsteen,865448561.0,757071.0
Shower,Becky G,864626265.0,285281.0
Teenage Dream,Katy Perry,864204436.0,584718.0
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,863961015.0,463078.0
Train Wreck,James Arthur,863413163.0,386827.0
It's the Most Wonderful Time of the Year,Andy Williams,862908395.0,1010163.0
Linger,The Cranberries,862777034.0,983699.0
Enchanted,Taylor Swift,862007010.0,320756.0
Rich Flex,Drake,860603966.0,292718.0
Kids,MGMT,860516745.0,364798.0
Un Día (One Day),J Balvin,859888758.0,181326.0
Si Veo a Tu Mamá,Bad Bunny,859550451.0,330166.0
First Class,Jack Harlow,859473397.0,278876.0
comethru,Jeremy Zucker,859284102.0,229482.0
Love In The Dark,Adele,859034258.0,796244.0
Columbia,Quevedo,858942021.0,646998.0
Still into You,Paramore,858935279.0,481696.0
Don't Go Breaking My Heart,Elton John,858929780.0,465612.0
Do It To It,ACRAZE,858864093.0,343264.0
River,Eminem,858859013.0,204367.0
Clint Eastwood,Gorillaz,858538058.0,381985.0
QUE PRETENDES,J Balvin,858348009.0,348330.0
Cool for the Summer,Demi Lovato,858014103.0,298862.0
Karma,Taylor Swift,857371641.0,466010.0
My Boo,USHER,856316921.0,630303.0
Skinny Love,Birdy,855650508.0,242299.0
Washing Machine Heart,Mitski,854540251.0,795853.0
All About That Bass,Meghan Trainor,854307443.0,220687.0
Team,Lorde,853359642.0,344049.0
Therefore I Am,Billie Eilish,853233321.0,368155.0
Party Monster,The Weeknd,852898305.0,373494.0
West Coast,Lana Del Rey,852594942.0,788453.0
Whats Poppin,Jack Harlow,852540966.0,226001.0
Loco Contigo,DJ Snake,852528512.0,176186.0
All I Want,Olivia Rodrigo,852329240.0,558773.0
Propuesta Indecente,Romeo Santos,851804169.0,675087.0
I Miss You,blink-182,851257368.0,392203.0
FAKE LOVE,BTS,850856191.0,338436.0
No Diggity,Blackstreet,850557974.0,399140.0
The Man,Taylor Swift,849058645.0,551035.0
Beautiful Girls,Sean Kingston,848790631.0,609128.0
Vaina Loca,Ozuna,848689420.0,192267.0
"Sugar, We're Goin Down",Fall Out Boy,848566760.0,338868.0
Moral of the Story,Ashe,848393336.0,576645.0
Total Eclipse of the Heart,Bonnie Tyler,848361958.0,590515.0
Qué Más Pues?,J Balvin,848286462.0,226487.0
AMARGURA,KAROL G,848140982.0,1033163.0
Worth It,Fifth Harmony,847131416.0,220382.0
BOP,DaBaby,846963793.0,213054.0
F**kin' Problems,A$AP Rocky,846955326.0,358226.0
This Is Me,Keala Settle,846689539.0,247494.0
Can't Help Falling in Love,Elvis Presley,846573905.0,497676.0
Sunset Lover,Petit Biscuit,845180272.0,156089.0
CUFF IT,Beyoncé,845130465.0,275112.0
Island In The Sun,Weezer,845079265.0,463411.0
Five More Hours,Deorro,844179446.0,244341.0
Sail,AWOLNATION,843557670.0,197211.0
Hold Me While You Wait,Lewis Capaldi,842370346.0,319395.0
Santeria,Sublime,841783540.0,469329.0
I Hate Everything About You,Three Days Grace,841692631.0,789962.0
Torn,Natalie Imbruglia,841573186.0,743027.0
A Thousand Miles,Vanessa Carlton,841157496.0,408838.0
2U,David Guetta,841070962.0,118157.0
Impossible,James Arthur,839615216.0,380775.0
Airplanes,B.o.B,838768178.0,280101.0
Controlla,Drake,838519479.0,145530.0
P.I.M.P.,50 Cent,837734157.0,548749.0
The Pretender,Foo Fighters,837358183.0,336416.0
Is This Love,Bob Marley & The Wailers,837244801.0,385929.0
679,Fetty Wap,837124716.0,199025.0
Electric Feel,MGMT,836924298.0,512381.0
Somebody Else,The 1975,836834619.0,336523.0
Jumpman,Drake,836744810.0,111435.0
Malibu,Miley Cyrus,835805948.0,146970.0
Normal,Feid,835711255.0,760106.0
Burn,Ellie Goulding,834992123.0,380133.0
Pursuit Of Happiness (Nightmare),Kid Cudi,834729482.0,295248.0
Swervin,A Boogie Wit da Hoodie,834397983.0,112673.0
Venom,Eminem,834158785.0,372875.0
Wants and Needs,Drake,833265627.0,250175.0
Duality,Slipknot,832718340.0,757201.0
The Sound of Silence,Disturbed,832330124.0,307167.0
The Spins,Mac Miller,831055761.0,877402.0
PRIDE.,Kendrick Lamar,830850658.0,803585.0
exile,Taylor Swift,830633311.0,477608.0
Hate It Or Love It,The Game,830522754.0,527660.0
Finesse,Bruno Mars,830315775.0,260515.0
Renegades,X Ambassadors,830191785.0,309283.0
Faint,Linkin Park,829913897.0,1426354.0
Mood Swings,Pop Smoke,829359522.0,325562.0
California Love,2Pac,828901621.0,609311.0
Welcome to the Black Parade,My Chemical Romance,828531870.0,427985.0
Volví,Aventura,828289310.0,287765.0
Moonlight,Kali Uchis,825889259.0,772693.0
Que Onda,Calle 24,825380262.0,1463379.0
Prisoner,Miley Cyrus,825377814.0,177942.0
Armed And Dangerous,Juice WRLD,824674323.0,369134.0
What About Us,P!nk,824094435.0,228651.0
Pon de Replay,Rihanna,823569083.0,461610.0
Scream & Shout,will.i.am,823119385.0,379938.0
Only Love Can Hurt Like This,Paloma Faith,822153699.0,386026.0
LA INOCENTE,Mora,821848799.0,525062.0
Too Many Nights,Metro Boomin,821473620.0,861707.0
Calling My Phone,Lil Tjay,820433685.0,289564.0
QUE VUELVAS,Grupo Frontera,820051298.0,671281.0
THE SCOTTS,THE SCOTTS,819813245.0,192311.0
A Tu Merced,Bad Bunny,818891652.0,253521.0
Look Back at It,A Boogie Wit da Hoodie,818716923.0,237221.0
Love Sosa,Chief Keef,818687617.0,421919.0
wish you were gay,Billie Eilish,818381998.0,248640.0
Devil Eyes,Hippie Sabotage,818235283.0,354453.0
I'm Gonna Be (500 Miles),The Proclaimers,818221828.0,279089.0
Yummy,Justin Bieber,817728195.0,188587.0
Ella Quiere Beber,Anuel AA,817046074.0,252310.0
Apologize,OneRepublic,816558593.0,258050.0
Escápate Conmigo,Wisin,816194045.0,168207.0
Wasted On You,Morgan Wallen,816149689.0,516823.0
...Ready For It?,Taylor Swift,815944908.0,514113.0
Mr. Jones,Counting Crows,815939975.0,382870.0
American Boy,Estelle,815930977.0,428851.0
Wildest Dreams (Taylor's Version),Taylor Swift,815410295.0,475403.0
How Deep Is Your Love,Bee Gees,815362327.0,519437.0
Chicago Freestyle,Drake,815187069.0,379753.0
One Step Closer,Linkin Park,815127852.0,865348.0
Chamber Of Reflection,Mac DeMarco,814547434.0,642881.0
The Ocean,Mike Perry,814002757.0,78364.0
Walking On Sunshine,Katrina & The Waves,813816695.0,354357.0
Runaway,Kanye West,813581209.0,725245.0
Dust in the Wind,Kansas,813122565.0,602644.0
I Don't Fuck With You,Big Sean,812916719.0,223091.0
Swimming Pools (Drank),Kendrick Lamar,812270451.0,474403.0
Holy,Justin Bieber,812091505.0,177788.0
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,811666479.0,94042.0
Out of My League,Fitz and The Tantrums,811638526.0,607944.0
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,811627577.0,600194.0
I Wonder,Kanye West,811614709.0,701114.0
Let It Go,Idina Menzel,811486465.0,360259.0
Miénteme,TINI,810333785.0,449590.0
Since U Been Gone,Kelly Clarkson,809604370.0,562854.0
No Surprises,Radiohead,808322139.0,932724.0
Down with the Sickness,Disturbed,807948403.0,324739.0
Rich Girl,Daryl Hall & John Oates,807866845.0,581630.0
Chanel,Frank Ocean,807521747.0,520451.0
Sin Pijama,Becky G,807263703.0,139125.0
Lost In Japan,Shawn Mendes,806967414.0,151918.0
Made You Look,Meghan Trainor,806793686.0,521555.0
Wind Of Change,Scorpions,806364651.0,483438.0
Hear Me Now,Alok,805501073.0,241527.0
Hate Me,Ellie Goulding,805346154.0,452837.0
Heart-Shaped Box,Nirvana,805295473.0,598591.0
Roxanne,The Police,805285462.0,400849.0
Goosebumps,Travis Scott,804759808.0,240865.0
Save That Shit,Lil Peep,804660747.0,309146.0
Can I Be Him,James Arthur,804451767.0,372080.0
Wake Me up When September Ends,Green Day,803450647.0,544277.0
Tarot,Bad Bunny,803202068.0,359897.0
Tiny Dancer,Elton John,803030106.0,297462.0
Te Vi,Piso 21,802418009.0,518929.0
Walk It Talk It,Migos,802022411.0,160595.0
Whoopty,CJ,801311455.0,257813.0
Sofia,Clairo,800702392.0,493682.0
Sprinter,Dave,799864269.0,538803.0
Teenage Fever,Drake,799818143.0,457835.0
Tal Vez,Paulo Londra,799655726.0,302463.0
Swim,Chase Atlantic,799599541.0,699142.0
What's My Age Again?,blink-182,799044289.0,402522.0
Pink Venom,BLACKPINK,798999303.0,365729.0
FEFE,6ix9ine,797895800.0,126531.0
Take A Bow,Rihanna,796966050.0,296980.0
Immigrant Song,Led Zeppelin,796901688.0,325538.0
Marvin Gaye,Charlie Puth,796771187.0,188196.0
La Diabla,Xavi,796400538.0,588830.0
Con Altura,ROSALÍA,796010041.0,132993.0
Don't Speak,No Doubt,795164462.0,510167.0
Maneater,Nelly Furtado,795161751.0,736854.0
House of Memories,Panic! At The Disco,794552383.0,358670.0
Love Me Again,John Newman,794131694.0,455273.0
Lovin On Me,Jack Harlow,793566977.0,746736.0
Dani California,Red Hot Chili Peppers,792006641.0,543418.0
Ambitionz Az A Ridah,2Pac,791610157.0,373060.0
Secreto,Anuel AA,791435454.0,210202.0
Boys Don't Cry,The Cure,791188714.0,600020.0
Sky,Playboi Carti,791102148.0,520800.0
Thnks fr th Mmrs,Fall Out Boy,790730103.0,408741.0
Friday I'm in Love,The Cure,790617883.0,412908.0
Paper Planes,M.I.A.,790358108.0,376166.0
South of the Border,Ed Sheeran,790010044.0,158023.0
Solo Dance,Martin Jensen,788326416.0,103858.0
snowfall,Øneheart,788004111.0,936278.0
Good Riddance (Time of Your Life),Green Day,787944208.0,487507.0
Wagon Wheel,Darius Rucker,787866982.0,332686.0
Juicy,The Notorious B.I.G.,787111435.0,235208.0
Come Together,The Beatles,786931766.0,317372.0
Evergreen,Richy Mitch & The Coal Miners,786816833.0,1257807.0
SOS,Avicii,786029933.0,130734.0
Party Girl,StaySolidRocky,785683381.0,391653.0
Forever Young,Alphaville,785649122.0,1354066.0
Desconocidos,Mau y Ricky,785512870.0,195396.0
Drive By,Train,784804862.0,591338.0
Baby Shark,Pinkfong,784617879.0,428801.0
Smooth Criminal,Michael Jackson,784251067.0,567103.0
Cradles,Sub Urban,783461877.0,295388.0
Alright,Kendrick Lamar,783365002.0,570926.0
LADY GAGA,Peso Pluma,782840028.0,561421.0
Knockin' On Heaven's Door,Guns N' Roses,782822011.0,409568.0
What A Time,Julia Michaels,782640027.0,310129.0
Mistletoe,Justin Bieber,782560751.0,675193.0
American Pie,Don McLean,782422220.0,303015.0
Love Someone,Lukas Graham,782414580.0,189023.0
Si No Estás,iñigo quintero,782371800.0,714077.0
Don't,Ed Sheeran,782119596.0,175461.0
Lovely Day,Bill Withers,781970998.0,600620.0
WHERE SHE GOES,Bad Bunny,781657418.0,359781.0
Hold On,Justin Bieber,781530608.0,206456.0
Pump It,Black Eyed Peas,781494688.0,511373.0
Telephone,Lady Gaga,780227696.0,483439.0
Alone,Alan Walker,779517852.0,257847.0
(I Can't Get No) Satisfaction,The Rolling Stones,778970449.0,345015.0
Nights,Frank Ocean,778960919.0,481722.0
Shout Out to My Ex,Little Mix,778929107.0,150086.0
m.A.A.d city,Kendrick Lamar,778660795.0,263884.0
STARGAZING,Travis Scott,778370626.0,248120.0
Gimme More,Britney Spears,778196815.0,739484.0
The Man Who Can't Be Moved,The Script,777648272.0,764582.0
Caroline,Aminé,777429919.0,106224.0
Monster,Skillet,777376594.0,511280.0
Me And My Broken Heart,Rixton,776903615.0,326481.0
Knife Talk,Drake,776432196.0,273379.0
Ain't Nobody (Loves Me Better),Felix Jaehn,776168635.0,220190.0
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,775782868.0,337308.0
I Still Haven't Found What I'm Looking For,U2,775561281.0,385222.0
Little Lion Man,Mumford & Sons,774810383.0,304246.0
I Had Some Help (Feat. Morgan Wallen),Post Malone,774352166.0,2114339.0
Savior,Rise Against,773720567.0,485530.0
Beautiful Mistakes,Maroon 5,773536279.0,280627.0
You Belong With Me (Taylor’s Version),Taylor Swift,773524557.0,731007.0
Party Rock Anthem,LMFAO,772945349.0,372916.0
Born To Die,Lana Del Rey,772861467.0,525217.0
Down,Jay Sean,772861170.0,501194.0
Disturbia,Rihanna,772310735.0,481253.0
T.N.T.,AC/DC,772130070.0,542172.0
Freestyle,Lil Baby,772119441.0,402773.0
Hurricane,Luke Combs,772083513.0,432754.0
Ahora Te Puedes Marchar,Luis Miguel,771940809.0,432694.0
Die Young,Kesha,770874594.0,532830.0
Wish You Were Here,Pink Floyd,770685161.0,494908.0
Sweet Caroline,Neil Diamond,770653352.0,352572.0
Reggaetón Lento (Bailemos),CNCO,770611550.0,196564.0
Is There Someone Else?,The Weeknd,770270705.0,617846.0
X Gon' Give It To Ya,DMX,769589031.0,325203.0
Lavender Haze,Taylor Swift,769520190.0,373894.0
You Proof,Morgan Wallen,769351519.0,566974.0
Cheap Thrills,Sia,769190813.0,345191.0
Your Love (9PM),ATB,768956697.0,302481.0
All I Want,Olivia Rodrigo,768847035.0,487824.0
F.N,Lil Tjay,768520043.0,259796.0
Yo Perreo Sola,Bad Bunny,768467922.0,140068.0
Ain't No Rest for the Wicked,Cage The Elephant,767494465.0,458222.0
Jealous,Labrinth,767372124.0,158618.0
Put Your Records On,Corinne Bailey Rae,767063950.0,378195.0
Party,Bad Bunny,766960238.0,263758.0
Saturday Nights,Khalid,766327508.0,117084.0
Hold Back The River,James Bay,766303602.0,279288.0
Beautiful,Bazzi,766232131.0,137967.0
Según Quién,Maluma,765823158.0,1065481.0
Prada,cassö,765519107.0,928310.0
LOKERA,Rauw Alejandro,765112153.0,795616.0
Brooklyn Baby,Lana Del Rey,765020618.0,676529.0
Feel This Moment,Pitbull,764457905.0,464869.0
El Azul,Junior H,764262532.0,448609.0
Primera Cita,Carin Leon,763973829.0,746238.0
Life is a Highway,Rascal Flatts,763691246.0,359926.0
Whats Poppin,Jack Harlow,763671243.0,119009.0
Lamento Boliviano,Los Enanitos Verdes,763634137.0,497131.0
Trance,Metro Boomin,763008502.0,814821.0
This Could Be Us,Rae Sremmurd,762998346.0,332581.0
K.,Cigarettes After Sex,762943526.0,961387.0
In The Air Tonight,Phil Collins,762933666.0,343114.0
Homecoming,Kanye West,762845754.0,617883.0
My Kind of Woman,Mac DeMarco,762233627.0,700531.0
It's Time,Imagine Dragons,762035971.0,287560.0
La Jumpa,Arcángel,761855036.0,274162.0
Landslide,Fleetwood Mac,761632856.0,447070.0
Killing Me Softly With His Song,Fugees,761188136.0,392843.0
Me Gustas Tu,Manu Chao,761028628.0,483129.0
Talk Dirty,Jason Derulo,760830178.0,261493.0
Rosas,La Oreja de Van Gogh,760303827.0,776634.0
Borderline,Tame Impala,760290544.0,545700.0
Friends,Chase Atlantic,760054589.0,950353.0
Free Fallin',Tom Petty,759640567.0,295047.0
Reality,Lost Frequencies,759399330.0,477681.0
We Are The Champions,Queen,759336894.0,273182.0
Downtown,Anitta,757789421.0,708049.0
Panini,Lil Nas X,757136071.0,99888.0
How Far I'll Go,Alessia Cara,757022586.0,102849.0
YKWIM?,Yot Club,756744896.0,509675.0
Fancy,Iggy Azalea,755974292.0,241623.0
Adicto,Tainy,755934073.0,352090.0
CÓMO SE SIENTE,JHAYCO,755596519.0,394692.0
Where Have You Been,Rihanna,755549574.0,364236.0
pick up the phone,Young Thug,755474620.0,241454.0
Little Do You Know,Alex & Sierra,755439267.0,157568.0
Life Goes On,BTS,754815939.0,219549.0
Paradise,MEDUZA,754647043.0,187558.0
Pure Water,Mustard,754015101.0,188839.0
OUT WEST,JACKBOYS,753833158.0,319918.0
Supalonely,BENEE,753766315.0,100064.0
Nobody Gets Me,SZA,753762665.0,1403952.0
Doja,Central Cee,753700094.0,408047.0
Remember the Name,Fort Minor,753522719.0,226706.0
Chicken Fried,Zac Brown Band,753403205.0,262402.0
Plain Jane,A$AP Ferg,753174150.0,123007.0
TE MUDASTE,Bad Bunny,752643540.0,214546.0
I Will Always Love You,Whitney Houston,751883211.0,315450.0
All Time Low,Jon Bellion,751813423.0,223149.0
Supermarket Flowers,Ed Sheeran,751774615.0,226916.0
The London,Young Thug,751740223.0,135563.0
Maneater,Daryl Hall & John Oates,751552171.0,639900.0
Te Felicito,Shakira,751464792.0,200909.0
Raise Your Glass,P!nk,751114102.0,423017.0
Try,P!nk,750944681.0,651585.0
Black Hole Sun,Soundgarden,750878255.0,370273.0
Doin' Time,Lana Del Rey,750876610.0,393388.0
11 PM,Maluma,750294972.0,197802.0
Broken Clocks,SZA,750125543.0,649824.0
Hola,Dalex,749787696.0,338888.0
Lucky,Jason Mraz,749780111.0,196777.0
Fire On Fire,Sam Smith,748879318.0,362614.0
Break Stuff,Limp Bizkit,748255716.0,693226.0
OMG,NewJeans,748121255.0,373740.0
Runnin,21 Savage,747832494.0,449014.0
Maneater,Daryl Hall,747173112.0,852048.0
A Horse with No Name,America,747152019.0,324772.0
Walk Of Life,Dire Straits,747007644.0,461740.0
Noticed,Lil Mosey,746638478.0,160941.0
Teeth,5 Seconds of Summer,746084033.0,504886.0
Like A G6,Far East Movement,745581882.0,371366.0
La Difícil,Bad Bunny,744929649.0,164113.0
All Along the Watchtower,Jimi Hendrix,744070267.0,221160.0
Let It Be,The Beatles,744070189.0,413791.0
AMG,Natanael Cano,743982627.0,338608.0
After Party,Don Toliver,743859773.0,237216.0
GDFR,Flo Rida,743545420.0,150568.0
Take You Dancing,Jason Derulo,743080281.0,173493.0
Volando,Mora,742858648.0,268930.0
Warriors,Imagine Dragons,742853108.0,262385.0
Sunsetz,Cigarettes After Sex,742350184.0,1172009.0
Everyday,A$AP Rocky,742128919.0,523227.0
Pa Mí,Dalex,741335963.0,191651.0
Stuck In The Middle With You,Stealers Wheel,741250946.0,424851.0
Like A Stone,Audioslave,741203248.0,421205.0
All Falls Down,Kanye West,741122559.0,809058.0
Tiroteo,Marc Seguí,740195436.0,530320.0
Sola (Remix),Anuel AA,739529743.0,563984.0
She Looks So Perfect,5 Seconds of Summer,739122661.0,298142.0
Miss Independent,Ne-Yo,738950751.0,474606.0
Cold,Maroon 5,738749670.0,225803.0
Pain,PinkPantheress,738742464.0,1222216.0
Mayores,Becky G,738445382.0,188282.0
ORANGE SODA,Baby Keem,737666331.0,423814.0
Jolene,Dolly Parton,737600251.0,502526.0
Lonely,Akon,737071814.0,669520.0
Me Niego,Reik,736991895.0,178432.0
Mon Amour,zzoilo,736959257.0,312879.0
La Bicicleta,Carlos Vives,736842376.0,263361.0
My Oh My,Camila Cabello,736592539.0,205896.0
MURDER IN MY MIND,Kordhell,736157015.0,362319.0
21 Questions,50 Cent,736137852.0,652266.0
YEAH RIGHT,Joji,735703436.0,186596.0
I Will Wait,Mumford & Sons,735245944.0,238963.0
SUBEME LA RADIO,Enrique Iglesias,734925551.0,156520.0
8TEEN,Khalid,734895219.0,161835.0
All Of The Lights,Kanye West,734493538.0,377963.0
Lucky You,Eminem,734429069.0,163916.0
Billionaire,Travie McCoy,733719526.0,453993.0
Alors on danse,Stromae,733704165.0,416183.0
Wherever You Will Go,The Calling,733191827.0,392872.0
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,732939704.0,355844.0
Toxic,BoyWithUke,732919216.0,260578.0
DDU-DU DDU-DU,BLACKPINK,732878865.0,192847.0
Hasta la Raíz,Natalia Lafourcade,732649674.0,513213.0
POPSTAR,DJ Khaled,732385677.0,133732.0
Enjoy the Silence,Depeche Mode,732269135.0,491777.0
New Light,John Mayer,731607214.0,268957.0
Good For You,Selena Gomez,731532150.0,304178.0
Go Crazy,Chris Brown,731525279.0,193500.0
Just Wanna Rock,Lil Uzi Vert,731396007.0,392082.0
Una Lady Como Tú,Manuel Turizo,731089710.0,219119.0
ME!,Taylor Swift,730859004.0,320741.0
18,One Direction,730725303.0,467502.0
Fortnight,Taylor Swift,730273860.0,1338438.0
Glock In My Lap,21 Savage,730263446.0,729756.0
Sundress,A$AP Rocky,729311261.0,821857.0
Feather,Sabrina Carpenter,729259754.0,1118412.0
Wicked Game,Chris Isaak,729153376.0,694907.0
Hooked On A Feeling,Blue Swede,729034123.0,252700.0
Magic,Coldplay,728975829.0,154447.0
A Mí,Rels B,728878496.0,644113.0
Don't Be Shy,Tiësto,728787634.0,210497.0
On My Way,Alan Walker,728430298.0,326691.0
Shoota,Playboi Carti,727597919.0,281939.0
Kiss Me Thru The Phone,Soulja Boy,727206805.0,473057.0
Losin Control,Russ,727005645.0,170578.0
Bandido,Myke Towers,726526865.0,163547.0
ball w/o you,21 Savage,726379405.0,687508.0
Good Feeling,Flo Rida,726018096.0,326435.0
Antidote,Travis Scott,725801445.0,202473.0
Getaway Car,Taylor Swift,725711548.0,375201.0
watch,Billie Eilish,724628910.0,483943.0
Strawberries & Cigarettes,Troye Sivan,724545387.0,333687.0
Self Care,Mac Miller,723936436.0,220885.0
Heroes (we could be),Alesso,723426396.0,180139.0
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,723281830.0,335011.0
Ella Y Yo,Aventura,723230268.0,431188.0
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),Lana Del Rey,722979260.0,238746.0
Young And Beautiful [Lana Del Rey vs. Cedric Gervais],Lana Del Rey,722740514.0,227540.0
idfc,blackbear,722284142.0,284769.0
Crazy Train,Ozzy Osbourne,722231772.0,380833.0
Cúrame,Rauw Alejandro,721562638.0,537915.0
You Get Me So High,The Neighbourhood,721282994.0,883206.0
Bounce Back,Big Sean,720934107.0,60843.0
Because of You,Kelly Clarkson,720563040.0,223091.0
I Love It (& Lil Pump),Kanye West,720556483.0,102763.0
Pure Cocaine,Lil Baby,719586999.0,432560.0
Karma Chameleon,Culture Club,719075956.0,371263.0
How Long,Charlie Puth,718504003.0,231834.0
Start Me Up,The Rolling Stones,717983315.0,329444.0
Roll in Peace,Kodak Black,717504663.0,172335.0
PRC,Peso Pluma,717429350.0,286409.0
Where's My Love,SYML,717056203.0,677279.0
Anyone,Justin Bieber,716665549.0,182681.0
3D,Jung Kook,716340760.0,1474537.0
Buy U a Drank (Shawty Snappin'),T-Pain,715798954.0,430385.0
Midnight Rain,Taylor Swift,715764089.0,409823.0
Everytime We Touch,Cascada,714807467.0,396581.0
Dive,Ed Sheeran,714263585.0,181761.0
Yo Voy,Zion & Lennox,714072503.0,319558.0
Some Nights,fun.,714016969.0,153014.0
Lonely Together,Avicii,713908444.0,119220.0
Robarte Un Beso,Carlos Vives,713009538.0,254557.0
my ex's best friend,mgk,711950401.0,191634.0
Stir Fry,Migos,711446807.0,210630.0
No Hands,Waka Flocka Flame,710789490.0,299342.0
BESO,ROSALÍA,710670697.0,352415.0
Love Again,Dua Lipa,710244493.0,316559.0
Cooler Than Me,Mike Posner,710184495.0,474724.0
Teenage Dirtbag,Wheatus,709754508.0,548700.0
Legends,Juice WRLD,709641790.0,244568.0
Take It Easy,Eagles,708885467.0,332242.0
Yesterday,The Beatles,708880987.0,368810.0
Shut Down,BLACKPINK,708636087.0,301263.0
Here Without You,3 Doors Down,708517010.0,370630.0
The Sweet Escape,Gwen Stefani,708078337.0,477164.0
Hands To Myself,Selena Gomez,708068144.0,152795.0
More Than Words,Extreme,708060469.0,333556.0
Single Ladies (Put a Ring on It),Beyoncé,707946725.0,290156.0
Still Don't Know My Name,Labrinth,707848637.0,290090.0
oui,Jeremih,707700991.0,262817.0
Otro Trago,Sech,707237934.0,100540.0
Count on Me,Bruno Mars,706463288.0,365713.0
Caraluna,Bacilos,706316068.0,302752.0
Free Bird,Lynyrd Skynyrd,706299617.0,335538.0
Never Really Over,Katy Perry,706298265.0,97153.0
Best Friend,Rex Orange County,705561109.0,227650.0
Bad Things,mgk,705372530.0,175901.0
Imagine,John Lennon,705087230.0,367628.0
Wild World,Yusuf / Cat Stevens,704842868.0,397030.0
Permission to Dance,BTS,704360793.0,170402.0
At My Worst,Pink Sweat$,704247194.0,200290.0
Here With Me,Marshmello,703508620.0,168656.0
People,Libianca,702910357.0,372521.0
Lovefool,The Cardigans,702588704.0,613273.0
There Is a Light That Never Goes Out,The Smiths,702041979.0,718871.0
Headlines,Drake,701812769.0,438106.0
Si Antes Te Hubiera Conocido,KAROL G,701674269.0,3434069.0
Weak,AJR,700995348.0,97629.0
NEW MAGIC WAND,"Tyler, The Creator",700971527.0,769950.0
Paper Rings,Taylor Swift,700920777.0,307333.0
Stronger (What Doesn't Kill You),Kelly Clarkson,700388323.0,267546.0
Eenie Meenie,Sean Kingston,700123248.0,485404.0
Hit 'Em Up,2Pac,699792647.0,679817.0
Secret Love Song,Little Mix,699634375.0,212398.0
We Are Never Ever Getting Back Together,Taylor Swift,699616913.0,165064.0
Hasta Que Dios Diga,Anuel AA,699309615.0,303844.0
Say It Right,Nelly Furtado,698873889.0,559010.0
Unconditionally,Katy Perry,697650900.0,377299.0
Money Longer,Lil Uzi Vert,697146819.0,240085.0
All Around The World (La La La),R3HAB,697081143.0,299770.0
Right Round,Flo Rida,696278165.0,410220.0
Ahora Dice,Chris Jedi,696081979.0,227970.0
Lights Up,Harry Styles,695923793.0,109593.0
Little Dark Age,MGMT,695714720.0,339215.0
Unsteady,X Ambassadors,695511947.0,274111.0
Botella Tras Botella,Gera MX,695197496.0,285483.0
Friends,Justin Bieber,695192291.0,109983.0
METAMORPHOSIS,INTERWORLD,694883793.0,387296.0
Fly Me To The Moon (In Other Words),Frank Sinatra,694675724.0,336443.0
Blood // Water,grandson,694089231.0,209543.0
Mambo No. 5 (a Little Bit of...),Lou Bega,693728434.0,284649.0
King,Olly Alexander (Years & Years),693402333.0,425606.0
Ignorantes,Bad Bunny,693359030.0,146716.0
Rock Your Body,Justin Timberlake,693209986.0,526198.0
La Jeepeta,Nio Garcia,693058364.0,125096.0
Don't Dream It's Over,Crowded House,692973214.0,999006.0
CAN'T SAY,Travis Scott,692695959.0,627124.0
brutal,Olivia Rodrigo,692622712.0,338024.0
Kickstart My Heart,Mötley Crüe,692362123.0,368076.0
Power Trip,J. Cole,691656479.0,495477.0
Freaky Friday,Lil Dicky,691583305.0,147281.0
Devuélveme a mi chica,Hombres G,691363684.0,707889.0
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,691083466.0,315164.0
La La La,Naughty Boy,690857349.0,319070.0
Be Kind,Marshmello,690576969.0,153999.0
Tacones Rojos,Sebastian Yatra,690362033.0,339986.0
Carry on Wayward Son,Kansas,690212923.0,269256.0
I'm a Mess,Bebe Rexha,690142271.0,148694.0
9 to 5,Dolly Parton,689825463.0,479595.0
Fantasias,Rauw Alejandro,689765410.0,193260.0
No Promises,Cheat Codes,689382657.0,68989.0
Giant,Calvin Harris,689359451.0,110219.0
Water Under the Bridge,Adele,689231225.0,270771.0
Come and Get Your Love,Redbone,689038869.0,695686.0
Please Don't Go,Joel Adams,688831735.0,69149.0
Brazil,Declan McKenna,688718998.0,597903.0
Car's Outside,James Arthur,688714384.0,649679.0
