Artist/Song,Streams,Daily
Sam Hunt - Body Like A Back Road,"912,636,618","217,927"
Soft Cell - Tainted Love,"912,086,665","524,431"
Ariana Grande - Problem,"911,691,657","354,360"
LP - Lost on You,"911,510,658","482,597"
Maggie Lindemann - Pretty Girl,"911,383,820","71,474"
Ozuna - Se Preparó,"910,151,184","388,839"
One Direction - Steal My Girl,"909,918,066","615,502"
Aaron Smith - Dancin,"909,259,173","308,637"
Rick Astley - Never Gonna Give You Up,"908,817,110","493,179"
Lauv - i'm so tired...,"908,721,983","159,001"
Queen - Killer Queen,"908,366,225","439,148"
Mr.Kitty - After Dark,"908,132,894","422,491"
Billie Eilish - you should see me in a crown,"907,704,240","323,935"
Enrique Iglesias - Bailando,"907,174,295","415,509"
PinkPantheress - Boy's a liar Pt. 2,"906,773,353","485,419"
Chord Overstreet - Hold On,"906,705,750","462,084"
Leona Lewis - Bleeding Love,"905,776,198","508,880"
Shaboozey - A Bar Song (Tipsy),"904,812,030","2,581,022"
Demi Lovato - Heart Attack,"903,466,626","531,054"
KAROL G - BICHOTA,"903,252,896","208,283"
Nicky Jam - El Perdón,"902,710,626","204,629"
Bad Bunny - Safaera,"902,017,324","207,024"
CKay - love nwantiti (ah ah ah),"902,004,342","287,173"
Neon Trees - Everybody Talks,"901,846,768","379,458"
Two Door Cinema Club - What You Know,"901,723,496","532,878"
Boston - More Than a Feeling,"901,011,639","450,694"
Maluma - Borro Cassette,"900,392,569","983,865"
Galantis - No Money,"900,273,179","147,207"
Kendrick Lamar - Not Like Us,"898,084,477","1,739,739"
BANNERS - Someone To You,"897,477,960","405,499"
Taylor Swift - I Knew You Were Trouble.,"897,192,423","337,437"
Bad Bunny - PERRO NEGRO,"896,919,174","1,108,638"
Yandel - Yandel 150,"896,583,649","339,088"
Jonas Blue - Rise,"896,402,268","179,722"
Benson Boone - In The Stars,"895,844,834","1,185,454"
Playboi Carti - Magnolia,"895,699,967","391,757"
The Killers - Somebody Told Me,"895,267,827","601,742"
Taylor Swift - ME!,"895,158,377","204,354"
Polo G - Pop Out,"895,088,980","262,727"
RAYE - Escapism.,"894,630,603","666,399"
Kenya Grace - Strangers,"893,740,606","786,126"
alt-J - Breezeblocks,"893,441,350","372,935"
Conan Gray - Maniac,"893,226,225","325,642"
Tiësto - Jackie Chan,"892,921,483","143,619"
Anuel AA - Amanece,"892,894,132","846,631"
Kid Cudi - Day 'N' Nite,"890,776,531","417,163"
Morgan Wallen - Whiskey Glasses,"890,575,225","410,771"
Doja Cat - You Right,"890,442,885","325,033"
Lil Wayne - Love Me,"890,034,565","988,244"
Drake - Fair Trade,"889,620,796","476,545"
Post Malone - I Like You (A Happier Song),"887,657,626","332,409"
Bad Bunny - Neverita,"887,461,992","294,459"
Robin Thicke - Blurred Lines,"887,409,932","261,952"
Green Day - Boulevard of Broken Dreams,"887,056,184","518,773"
Childish Gambino - 3005,"886,142,293","387,591"
Baby Keem - family ties,"886,133,901","696,645"
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],"885,640,623","289,207"
Bruno Mars - Versace on the Floor,"885,022,182","541,463"
Rob $tone - Chill Bill,"884,996,703","364,998"
Jason Mraz - I Won't Give Up,"883,953,282","219,520"
Rihanna - Bitch Better Have My Money,"883,900,108","232,470"
Jack Johnson - Better Together,"883,761,792","352,037"
Tiësto - The Motto,"883,235,395","339,730"
Paramore - Misery Business,"883,208,775","439,463"
Haddaway - What Is Love,"882,832,322","724,349"
Lizzo - About Damn Time,"881,533,611","206,647"
Sam Smith - Like I Can,"880,275,638","233,655"
Flume - Never Be Like You,"880,127,838","366,868"
Charlie Puth - One Call Away,"879,714,625","227,255"
Dr. Dre - Forgot About Dre,"879,608,776","410,634"
Zach Bryan - I Remember Everything,"879,332,074","1,395,278"
Taylor Swift - Love Story (Taylor’s Version),"878,639,422","667,076"
TV Girl - Not Allowed,"877,497,784","1,050,829"
David Guetta - Hey Mama,"876,005,941","365,142"
Tyla - Water,"875,997,870","1,245,296"
SZA - Love Galore,"872,997,276","463,610"
The Wanted - Glad You Came,"872,318,149","389,036"
Justin Bieber - Lonely,"871,161,727","391,092"
Melanie Martinez - Play Date,"870,023,085","223,647"
Britney Spears - Oops!...I Did It Again,"869,597,691","580,469"
Flo Rida - Whistle,"869,431,349","286,325"
Otis Redding - (Sittin' On) the Dock of the Bay,"868,518,873","1,099,623"
Ruth B. - Lost Boy,"868,254,202","197,568"
Ariana Grande - boyfriend,"867,479,420","390,586"
DRAM - Broccoli,"867,360,218","106,466"
Sebastian Yatra - Pareja Del Año,"867,174,132","337,512"
BLACKPINK - Kill This Love,"867,167,661","241,464"
Adele - Skyfall,"867,044,642","1,241,946"
*NSYNC - Bye Bye Bye,"866,663,486","1,515,530"
Lady Gaga - Million Reasons,"865,575,268","274,299"
Bruce Springsteen - Dancing In the Dark,"865,448,561","757,071"
Becky G - Shower,"864,626,265","285,281"
Katy Perry - Teenage Dream,"864,204,436","584,718"
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),"863,961,015","463,078"
James Arthur - Train Wreck,"863,413,163","386,827"
Andy Williams - It's the Most Wonderful Time of the Year,"862,908,395","1,010,163"
The Cranberries - Linger,"862,777,034","983,699"
Taylor Swift - Enchanted,"862,007,010","320,756"
Drake - Rich Flex,"860,603,966","292,718"
MGMT - Kids,"860,516,745","364,798"
J Balvin - Un Día (One Day),"859,888,758","181,326"
Bad Bunny - Si Veo a Tu Mamá,"859,550,451","330,166"
Jack Harlow - First Class,"859,473,397","278,876"
Jeremy Zucker - comethru,"859,284,102","229,482"
Adele - Love In The Dark,"859,034,258","796,244"
Quevedo - Columbia,"858,942,021","646,998"
Paramore - Still into You,"858,935,279","481,696"
Elton John - Don't Go Breaking My Heart,"858,929,780","465,612"
ACRAZE - Do It To It,"858,864,093","343,264"
Eminem - River,"858,859,013","204,367"
Gorillaz - Clint Eastwood,"858,538,058","381,985"
J Balvin - QUE PRETENDES,"858,348,009","348,330"
Demi Lovato - Cool for the Summer,"858,014,103","298,862"
Taylor Swift - Karma,"857,371,641","466,010"
USHER - My Boo,"856,316,921","630,303"
Birdy - Skinny Love,"855,650,508","242,299"
Mitski - Washing Machine Heart,"854,540,251","795,853"
Meghan Trainor - All About That Bass,"854,307,443","220,687"
Lorde - Team,"853,359,642","344,049"
Billie Eilish - Therefore I Am,"853,233,321","368,155"
The Weeknd - Party Monster,"852,898,305","373,494"
Lana Del Rey - West Coast,"852,594,942","788,453"
Jack Harlow - Whats Poppin,"852,540,966","226,001"
DJ Snake - Loco Contigo,"852,528,512","176,186"
Olivia Rodrigo - All I Want,"852,329,240","558,773"
Romeo Santos - Propuesta Indecente,"851,804,169","675,087"
blink-182 - I Miss You,"851,257,368","392,203"
BTS - FAKE LOVE,"850,856,191","338,436"
Blackstreet - No Diggity,"850,557,974","399,140"
Taylor Swift - The Man,"849,058,645","551,035"
Sean Kingston - Beautiful Girls,"848,790,631","609,128"
Ozuna - Vaina Loca,"848,689,420","192,267"
"Fall Out Boy - Sugar, We're Goin Down","848,566,760","338,868"
Ashe - Moral of the Story,"848,393,336","576,645"
Bonnie Tyler - Total Eclipse of the Heart,"848,361,958","590,515"
J Balvin - Qué Más Pues?,"848,286,462","226,487"
KAROL G - AMARGURA,"848,140,982","1,033,163"
Fifth Harmony - Worth It,"847,131,416","220,382"
DaBaby - BOP,"846,963,793","213,054"
A$AP Rocky - F**kin' Problems,"846,955,326","358,226"
Keala Settle - This Is Me,"846,689,539","247,494"
Elvis Presley - Can't Help Falling in Love,"846,573,905","497,676"
Petit Biscuit - Sunset Lover,"845,180,272","156,089"
Beyoncé - CUFF IT,"845,130,465","275,112"
Weezer - Island In The Sun,"845,079,265","463,411"
Deorro - Five More Hours,"844,179,446","244,341"
AWOLNATION - Sail,"843,557,670","197,211"
Lewis Capaldi - Hold Me While You Wait,"842,370,346","319,395"
Sublime - Santeria,"841,783,540","469,329"
Three Days Grace - I Hate Everything About You,"841,692,631","789,962"
Natalie Imbruglia - Torn,"841,573,186","743,027"
Vanessa Carlton - A Thousand Miles,"841,157,496","408,838"
David Guetta - 2U,"841,070,962","118,157"
James Arthur - Impossible,"839,615,216","380,775"
B.o.B - Airplanes,"838,768,178","280,101"
Drake - Controlla,"838,519,479","145,530"
50 Cent - P.I.M.P.,"837,734,157","548,749"
Foo Fighters - The Pretender,"837,358,183","336,416"
Bob Marley & The Wailers - Is This Love,"837,244,801","385,929"
Fetty Wap - 679,"837,124,716","199,025"
MGMT - Electric Feel,"836,924,298","512,381"
The 1975 - Somebody Else,"836,834,619","336,523"
Drake - Jumpman,"836,744,810","111,435"
Miley Cyrus - Malibu,"835,805,948","146,970"
Feid - Normal,"835,711,255","760,106"
Ellie Goulding - Burn,"834,992,123","380,133"
Kid Cudi - Pursuit Of Happiness (Nightmare),"834,729,482","295,248"
A Boogie Wit da Hoodie - Swervin,"834,397,983","112,673"
Eminem - Venom,"834,158,785","372,875"
Drake - Wants and Needs,"833,265,627","250,175"
Slipknot - Duality,"832,718,340","757,201"
Disturbed - The Sound of Silence,"832,330,124","307,167"
Mac Miller - The Spins,"831,055,761","877,402"
Kendrick Lamar - PRIDE.,"830,850,658","803,585"
Taylor Swift - exile,"830,633,311","477,608"
The Game - Hate It Or Love It,"830,522,754","527,660"
Bruno Mars - Finesse,"830,315,775","260,515"
X Ambassadors - Renegades,"830,191,785","309,283"
Linkin Park - Faint,"829,913,897","1,426,354"
Pop Smoke - Mood Swings,"829,359,522","325,562"
2Pac - California Love,"828,901,621","609,311"
My Chemical Romance - Welcome to the Black Parade,"828,531,870","427,985"
Aventura - Volví,"828,289,310","287,765"
Kali Uchis - Moonlight,"825,889,259","772,693"
Calle 24 - Que Onda,"825,380,262","1,463,379"
Miley Cyrus - Prisoner,"825,377,814","177,942"
Juice WRLD - Armed And Dangerous,"824,674,323","369,134"
P!nk - What About Us,"824,094,435","228,651"
Rihanna - Pon de Replay,"823,569,083","461,610"
will.i.am - Scream & Shout,"823,119,385","379,938"
Paloma Faith - Only Love Can Hurt Like This,"822,153,699","386,026"
Mora - LA INOCENTE,"821,848,799","525,062"
Metro Boomin - Too Many Nights,"821,473,620","861,707"
Lil Tjay - Calling My Phone,"820,433,685","289,564"
Grupo Frontera - QUE VUELVAS,"820,051,298","671,281"
THE SCOTTS - THE SCOTTS,"819,813,245","192,311"
Bad Bunny - A Tu Merced,"818,891,652","253,521"
A Boogie Wit da Hoodie - Look Back at It,"818,716,923","237,221"
Chief Keef - Love Sosa,"818,687,617","421,919"
Billie Eilish - wish you were gay,"818,381,998","248,640"
Hippie Sabotage - Devil Eyes,"818,235,283","354,453"
The Proclaimers - I'm Gonna Be (500 Miles),"818,221,828","279,089"
Justin Bieber - Yummy,"817,728,195","188,587"
Anuel AA - Ella Quiere Beber,"817,046,074","252,310"
OneRepublic - Apologize,"816,558,593","258,050"
Wisin - Escápate Conmigo,"816,194,045","168,207"
Morgan Wallen - Wasted On You,"816,149,689","516,823"
Taylor Swift - ...Ready For It?,"815,944,908","514,113"
Counting Crows - Mr. Jones,"815,939,975","382,870"
Estelle - American Boy,"815,930,977","428,851"
Taylor Swift - Wildest Dreams (Taylor's Version),"815,410,295","475,403"
Bee Gees - How Deep Is Your Love,"815,362,327","519,437"
Drake - Chicago Freestyle,"815,187,069","379,753"
Linkin Park - One Step Closer,"815,127,852","865,348"
Mac DeMarco - Chamber Of Reflection,"814,547,434","642,881"
Mike Perry - The Ocean,"814,002,757","78,364"
Katrina & The Waves - Walking On Sunshine,"813,816,695","354,357"
Kanye West - Runaway,"813,581,209","725,245"
Kansas - Dust in the Wind,"813,122,565","602,644"
Big Sean - I Don't Fuck With You,"812,916,719","223,091"
Kendrick Lamar - Swimming Pools (Drank),"812,270,451","474,403"
Justin Bieber - Holy,"812,091,505","177,788"
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),"811,666,479","94,042"
Fitz and The Tantrums - Out of My League,"811,638,526","607,944"
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],"811,627,577","600,194"
Kanye West - I Wonder,"811,614,709","701,114"
Idina Menzel - Let It Go,"811,486,465","360,259"
TINI - Miénteme,"810,333,785","449,590"
Kelly Clarkson - Since U Been Gone,"809,604,370","562,854"
Radiohead - No Surprises,"808,322,139","932,724"
Disturbed - Down with the Sickness,"807,948,403","324,739"
Daryl Hall & John Oates - Rich Girl,"807,866,845","581,630"
Frank Ocean - Chanel,"807,521,747","520,451"
Becky G - Sin Pijama,"807,263,703","139,125"
Shawn Mendes - Lost In Japan,"806,967,414","151,918"
Meghan Trainor - Made You Look,"806,793,686","521,555"
Scorpions - Wind Of Change,"806,364,651","483,438"
Alok - Hear Me Now,"805,501,073","241,527"
Ellie Goulding - Hate Me,"805,346,154","452,837"
Nirvana - Heart-Shaped Box,"805,295,473","598,591"
The Police - Roxanne,"805,285,462","400,849"
Travis Scott - Goosebumps,"804,759,808","240,865"
Lil Peep - Save That Shit,"804,660,747","309,146"
James Arthur - Can I Be Him,"804,451,767","372,080"
Green Day - Wake Me up When September Ends,"803,450,647","544,277"
Bad Bunny - Tarot,"803,202,068","359,897"
Elton John - Tiny Dancer,"803,030,106","297,462"
Piso 21 - Te Vi,"802,418,009","518,929"
Migos - Walk It Talk It,"802,022,411","160,595"
CJ - Whoopty,"801,311,455","257,813"
Clairo - Sofia,"800,702,392","493,682"
Dave - Sprinter,"799,864,269","538,803"
Drake - Teenage Fever,"799,818,143","457,835"
Paulo Londra - Tal Vez,"799,655,726","302,463"
Chase Atlantic - Swim,"799,599,541","699,142"
blink-182 - What's My Age Again?,"799,044,289","402,522"
BLACKPINK - Pink Venom,"798,999,303","365,729"
6ix9ine - FEFE,"797,895,800","126,531"
Rihanna - Take A Bow,"796,966,050","296,980"
Led Zeppelin - Immigrant Song,"796,901,688","325,538"
Charlie Puth - Marvin Gaye,"796,771,187","188,196"
Xavi - La Diabla,"796,400,538","588,830"
ROSALÍA - Con Altura,"796,010,041","132,993"
No Doubt - Don't Speak,"795,164,462","510,167"
Nelly Furtado - Maneater,"795,161,751","736,854"
Panic! At The Disco - House of Memories,"794,552,383","358,670"
John Newman - Love Me Again,"794,131,694","455,273"
Jack Harlow - Lovin On Me,"793,566,977","746,736"
Red Hot Chili Peppers - Dani California,"792,006,641","543,418"
2Pac - Ambitionz Az A Ridah,"791,610,157","373,060"
Anuel AA - Secreto,"791,435,454","210,202"
The Cure - Boys Don't Cry,"791,188,714","600,020"
Playboi Carti - Sky,"791,102,148","520,800"
Fall Out Boy - Thnks fr th Mmrs,"790,730,103","408,741"
The Cure - Friday I'm in Love,"790,617,883","412,908"
M.I.A. - Paper Planes,"790,358,108","376,166"
Ed Sheeran - South of the Border,"790,010,044","158,023"
Martin Jensen - Solo Dance,"788,326,416","103,858"
Øneheart - snowfall,"788,004,111","936,278"
Green Day - Good Riddance (Time of Your Life),"787,944,208","487,507"
Darius Rucker - Wagon Wheel,"787,866,982","332,686"
The Notorious B.I.G. - Juicy,"787,111,435","235,208"
The Beatles - Come Together,"786,931,766","317,372"
Richy Mitch & The Coal Miners - Evergreen,"786,816,833","1,257,807"
Avicii - SOS,"786,029,933","130,734"
StaySolidRocky - Party Girl,"785,683,381","391,653"
Alphaville - Forever Young,"785,649,122","1,354,066"
Mau y Ricky - Desconocidos,"785,512,870","195,396"
Train - Drive By,"784,804,862","591,338"
Pinkfong - Baby Shark,"784,617,879","428,801"
Michael Jackson - Smooth Criminal,"784,251,067","567,103"
Sub Urban - Cradles,"783,461,877","295,388"
Kendrick Lamar - Alright,"783,365,002","570,926"
Peso Pluma - LADY GAGA,"782,840,028","561,421"
Guns N' Roses - Knockin' On Heaven's Door,"782,822,011","409,568"
Julia Michaels - What A Time,"782,640,027","310,129"
Justin Bieber - Mistletoe,"782,560,751","675,193"
Don McLean - American Pie,"782,422,220","303,015"
Lukas Graham - Love Someone,"782,414,580","189,023"
iñigo quintero - Si No Estás,"782,371,800","714,077"
Ed Sheeran - Don't,"782,119,596","175,461"
Bill Withers - Lovely Day,"781,970,998","600,620"
Bad Bunny - WHERE SHE GOES,"781,657,418","359,781"
Justin Bieber - Hold On,"781,530,608","206,456"
Black Eyed Peas - Pump It,"781,494,688","511,373"
Lady Gaga - Telephone,"780,227,696","483,439"
Alan Walker - Alone,"779,517,852","257,847"
The Rolling Stones - (I Can't Get No) Satisfaction,"778,970,449","345,015"
Frank Ocean - Nights,"778,960,919","481,722"
Little Mix - Shout Out to My Ex,"778,929,107","150,086"
Kendrick Lamar - m.A.A.d city,"778,660,795","263,884"
Travis Scott - STARGAZING,"778,370,626","248,120"
Britney Spears - Gimme More,"778,196,815","739,484"
The Script - The Man Who Can't Be Moved,"777,648,272","764,582"
Aminé - Caroline,"777,429,919","106,224"
Skillet - Monster,"777,376,594","511,280"
Rixton - Me And My Broken Heart,"776,903,615","326,481"
Drake - Knife Talk,"776,432,196","273,379"
Felix Jaehn - Ain't Nobody (Loves Me Better),"776,168,635","220,190"
"Kendrick Lamar - Bitch, Don’t Kill My Vibe","775,782,868","337,308"
U2 - I Still Haven't Found What I'm Looking For,"775,561,281","385,222"
Mumford & Sons - Little Lion Man,"774,810,383","304,246"
Post Malone - I Had Some Help (Feat. Morgan Wallen),"774,352,166","2,114,339"
Rise Against - Savior,"773,720,567","485,530"
Maroon 5 - Beautiful Mistakes,"773,536,279","280,627"
Taylor Swift - You Belong With Me (Taylor’s Version),"773,524,557","731,007"
LMFAO - Party Rock Anthem,"772,945,349","372,916"
Lana Del Rey - Born To Die,"772,861,467","525,217"
Jay Sean - Down,"772,861,170","501,194"
Rihanna - Disturbia,"772,310,735","481,253"
AC/DC - T.N.T.,"772,130,070","542,172"
Lil Baby - Freestyle,"772,119,441","402,773"
Luke Combs - Hurricane,"772,083,513","432,754"
Luis Miguel - Ahora Te Puedes Marchar,"771,940,809","432,694"
Kesha - Die Young,"770,874,594","532,830"
Pink Floyd - Wish You Were Here,"770,685,161","494,908"
Neil Diamond - Sweet Caroline,"770,653,352","352,572"
CNCO - Reggaetón Lento (Bailemos),"770,611,550","196,564"
The Weeknd - Is There Someone Else?,"770,270,705","617,846"
DMX - X Gon' Give It To Ya,"769,589,031","325,203"
Taylor Swift - Lavender Haze,"769,520,190","373,894"
Morgan Wallen - You Proof,"769,351,519","566,974"
Sia - Cheap Thrills,"769,190,813","345,191"
ATB - Your Love (9PM),"768,956,697","302,481"
Olivia Rodrigo - All I Want,"768,847,035","487,824"
Lil Tjay - F.N,"768,520,043","259,796"
Bad Bunny - Yo Perreo Sola,"768,467,922","140,068"
Cage The Elephant - Ain't No Rest for the Wicked,"767,494,465","458,222"
Labrinth - Jealous,"767,372,124","158,618"
Corinne Bailey Rae - Put Your Records On,"767,063,950","378,195"
Bad Bunny - Party,"766,960,238","263,758"
Khalid - Saturday Nights,"766,327,508","117,084"
James Bay - Hold Back The River,"766,303,602","279,288"
Bazzi - Beautiful,"766,232,131","137,967"
Maluma - Según Quién,"765,823,158","1,065,481"
cassö - Prada,"765,519,107","928,310"
Rauw Alejandro - LOKERA,"765,112,153","795,616"
Lana Del Rey - Brooklyn Baby,"765,020,618","676,529"
Pitbull - Feel This Moment,"764,457,905","464,869"
Junior H - El Azul,"764,262,532","448,609"
Carin Leon - Primera Cita,"763,973,829","746,238"
Rascal Flatts - Life is a Highway,"763,691,246","359,926"
Jack Harlow - Whats Poppin,"763,671,243","119,009"
Los Enanitos Verdes - Lamento Boliviano,"763,634,137","497,131"
Metro Boomin - Trance,"763,008,502","814,821"
Rae Sremmurd - This Could Be Us,"762,998,346","332,581"
Cigarettes After Sex - K.,"762,943,526","961,387"
Phil Collins - In The Air Tonight,"762,933,666","343,114"
Kanye West - Homecoming,"762,845,754","617,883"
Mac DeMarco - My Kind of Woman,"762,233,627","700,531"
Imagine Dragons - It's Time,"762,035,971","287,560"
Arcángel - La Jumpa,"761,855,036","274,162"
Fleetwood Mac - Landslide,"761,632,856","447,070"
Fugees - Killing Me Softly With His Song,"761,188,136","392,843"
Manu Chao - Me Gustas Tu,"761,028,628","483,129"
Jason Derulo - Talk Dirty,"760,830,178","261,493"
La Oreja de Van Gogh - Rosas,"760,303,827","776,634"
Tame Impala - Borderline,"760,290,544","545,700"
Chase Atlantic - Friends,"760,054,589","950,353"
Tom Petty - Free Fallin',"759,640,567","295,047"
Lost Frequencies - Reality,"759,399,330","477,681"
Queen - We Are The Champions,"759,336,894","273,182"
Anitta - Downtown,"757,789,421","708,049"
Lil Nas X - Panini,"757,136,071","99,888"
Alessia Cara - How Far I'll Go,"757,022,586","102,849"
Yot Club - YKWIM?,"756,744,896","509,675"
Iggy Azalea - Fancy,"755,974,292","241,623"
Tainy - Adicto,"755,934,073","352,090"
JHAYCO - CÓMO SE SIENTE,"755,596,519","394,692"
Rihanna - Where Have You Been,"755,549,574","364,236"
Young Thug - pick up the phone,"755,474,620","241,454"
Alex & Sierra - Little Do You Know,"755,439,267","157,568"
BTS - Life Goes On,"754,815,939","219,549"
MEDUZA - Paradise,"754,647,043","187,558"
Mustard - Pure Water,"754,015,101","188,839"
JACKBOYS - OUT WEST,"753,833,158","319,918"
BENEE - Supalonely,"753,766,315","100,064"
SZA - Nobody Gets Me,"753,762,665","1,403,952"
Central Cee - Doja,"753,700,094","408,047"
Fort Minor - Remember the Name,"753,522,719","226,706"
Zac Brown Band - Chicken Fried,"753,403,205","262,402"
A$AP Ferg - Plain Jane,"753,174,150","123,007"
Bad Bunny - TE MUDASTE,"752,643,540","214,546"
Whitney Houston - I Will Always Love You,"751,883,211","315,450"
Jon Bellion - All Time Low,"751,813,423","223,149"
Ed Sheeran - Supermarket Flowers,"751,774,615","226,916"
Young Thug - The London,"751,740,223","135,563"
Daryl Hall & John Oates - Maneater,"751,552,171","639,900"
Shakira - Te Felicito,"751,464,792","200,909"
P!nk - Raise Your Glass,"751,114,102","423,017"
P!nk - Try,"750,944,681","651,585"
Soundgarden - Black Hole Sun,"750,878,255","370,273"
Lana Del Rey - Doin' Time,"750,876,610","393,388"
Maluma - 11 PM,"750,294,972","197,802"
SZA - Broken Clocks,"750,125,543","649,824"
Dalex - Hola,"749,787,696","338,888"
Jason Mraz - Lucky,"749,780,111","196,777"
Sam Smith - Fire On Fire,"748,879,318","362,614"
Limp Bizkit - Break Stuff,"748,255,716","693,226"
NewJeans - OMG,"748,121,255","373,740"
21 Savage - Runnin,"747,832,494","449,014"
Daryl Hall - Maneater,"747,173,112","852,048"
America - A Horse with No Name,"747,152,019","324,772"
Dire Straits - Walk Of Life,"747,007,644","461,740"
Lil Mosey - Noticed,"746,638,478","160,941"
5 Seconds of Summer - Teeth,"746,084,033","504,886"
Far East Movement - Like A G6,"745,581,882","371,366"
Bad Bunny - La Difícil,"744,929,649","164,113"
Jimi Hendrix - All Along the Watchtower,"744,070,267","221,160"
The Beatles - Let It Be,"744,070,189","413,791"
Natanael Cano - AMG,"743,982,627","338,608"
Don Toliver - After Party,"743,859,773","237,216"
Flo Rida - GDFR,"743,545,420","150,568"
Jason Derulo - Take You Dancing,"743,080,281","173,493"
Mora - Volando,"742,858,648","268,930"
Imagine Dragons - Warriors,"742,853,108","262,385"
Cigarettes After Sex - Sunsetz,"742,350,184","1,172,009"
A$AP Rocky - Everyday,"742,128,919","523,227"
Dalex - Pa Mí,"741,335,963","191,651"
Stealers Wheel - Stuck In The Middle With You,"741,250,946","424,851"
Audioslave - Like A Stone,"741,203,248","421,205"
Kanye West - All Falls Down,"741,122,559","809,058"
Marc Seguí - Tiroteo,"740,195,436","530,320"
Anuel AA - Sola (Remix),"739,529,743","563,984"
5 Seconds of Summer - She Looks So Perfect,"739,122,661","298,142"
Ne-Yo - Miss Independent,"738,950,751","474,606"
Maroon 5 - Cold,"738,749,670","225,803"
PinkPantheress - Pain,"738,742,464","1,222,216"
Becky G - Mayores,"738,445,382","188,282"
Baby Keem - ORANGE SODA,"737,666,331","423,814"
Dolly Parton - Jolene,"737,600,251","502,526"
Akon - Lonely,"737,071,814","669,520"
Reik - Me Niego,"736,991,895","178,432"
zzoilo - Mon Amour,"736,959,257","312,879"
Carlos Vives - La Bicicleta,"736,842,376","263,361"
Camila Cabello - My Oh My,"736,592,539","205,896"
Kordhell - MURDER IN MY MIND,"736,157,015","362,319"
50 Cent - 21 Questions,"736,137,852","652,266"
Joji - YEAH RIGHT,"735,703,436","186,596"
Mumford & Sons - I Will Wait,"735,245,944","238,963"
Enrique Iglesias - SUBEME LA RADIO,"734,925,551","156,520"
Khalid - 8TEEN,"734,895,219","161,835"
Kanye West - All Of The Lights,"734,493,538","377,963"
Eminem - Lucky You,"734,429,069","163,916"
Travie McCoy - Billionaire,"733,719,526","453,993"
Stromae - Alors on danse,"733,704,165","416,183"
The Calling - Wherever You Will Go,"733,191,827","392,872"
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around","732,939,704","355,844"
BoyWithUke - Toxic,"732,919,216","260,578"
BLACKPINK - DDU-DU DDU-DU,"732,878,865","192,847"
Natalia Lafourcade - Hasta la Raíz,"732,649,674","513,213"
DJ Khaled - POPSTAR,"732,385,677","133,732"
Depeche Mode - Enjoy the Silence,"732,269,135","491,777"
John Mayer - New Light,"731,607,214","268,957"
Selena Gomez - Good For You,"731,532,150","304,178"
Chris Brown - Go Crazy,"731,525,279","193,500"
Lil Uzi Vert - Just Wanna Rock,"731,396,007","392,082"
Manuel Turizo - Una Lady Como Tú,"731,089,710","219,119"
Taylor Swift - ME!,"730,859,004","320,741"
One Direction - 18,"730,725,303","467,502"
Taylor Swift - Fortnight,"730,273,860","1,338,438"
21 Savage - Glock In My Lap,"730,263,446","729,756"
A$AP Rocky - Sundress,"729,311,261","821,857"
Sabrina Carpenter - Feather,"729,259,754","1,118,412"
Chris Isaak - Wicked Game,"729,153,376","694,907"
Blue Swede - Hooked On A Feeling,"729,034,123","252,700"
Coldplay - Magic,"728,975,829","154,447"
Rels B - A Mí,"728,878,496","644,113"
Tiësto - Don't Be Shy,"728,787,634","210,497"
Alan Walker - On My Way,"728,430,298","326,691"
Playboi Carti - Shoota,"727,597,919","281,939"
Soulja Boy - Kiss Me Thru The Phone,"727,206,805","473,057"
Russ - Losin Control,"727,005,645","170,578"
Myke Towers - Bandido,"726,526,865","163,547"
21 Savage - ball w/o you,"726,379,405","687,508"
Flo Rida - Good Feeling,"726,018,096","326,435"
Travis Scott - Antidote,"725,801,445","202,473"
Taylor Swift - Getaway Car,"725,711,548","375,201"
Billie Eilish - watch,"724,628,910","483,943"
Troye Sivan - Strawberries & Cigarettes,"724,545,387","333,687"
Mac Miller - Self Care,"723,936,436","220,885"
Alesso - Heroes (we could be),"723,426,396","180,139"
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,"723,281,830","335,011"
Aventura - Ella Y Yo,"723,230,268","431,188"
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),"722,979,260","238,746"
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais],"722,740,514","227,540"
blackbear - idfc,"722,284,142","284,769"
Ozzy Osbourne - Crazy Train,"722,231,772","380,833"
Rauw Alejandro - Cúrame,"721,562,638","537,915"
The Neighbourhood - You Get Me So High,"721,282,994","883,206"
Big Sean - Bounce Back,"720,934,107","60,843"
Kelly Clarkson - Because of You,"720,563,040","223,091"
Kanye West - I Love It (& Lil Pump),"720,556,483","102,763"
Lil Baby - Pure Cocaine,"719,586,999","432,560"
Culture Club - Karma Chameleon,"719,075,956","371,263"
Charlie Puth - How Long,"718,504,003","231,834"
The Rolling Stones - Start Me Up,"717,983,315","329,444"
Kodak Black - Roll in Peace,"717,504,663","172,335"
Peso Pluma - PRC,"717,429,350","286,409"
